date,srcid,destid,transactions
03-08-2023,1,5,20
04-08-2023,1,2,8
04-08-2023,1,3,26
04-08-2023,2,3,50
04-08-2023,2,4,49
04-08-2023,3,4,21
04-08-2023,1,4,22
04-08-2023,2,5,14
04-08-2023,3,5,31
04-08-2023,4,5,7
04-08-2023,1,5,10
05-08-2023,1,2,19
05-08-2023,1,3,42
05-08-2023,2,3,18
05-08-2023,2,4,41
05-08-2023,3,4,20
05-08-2023,1,4,11
05-08-2023,2,5,7
05-08-2023,3,5,47
05-08-2023,4,5,13
05-08-2023,1,5,20
06-08-2023,1,2,24
06-08-2023,1,3,45
06-08-2023,2,3,42
06-08-2023,2,4,10
06-08-2023,3,4,28
06-08-2023,1,4,15
06-08-2023,2,5,27
06-08-2023,3,5,47
06-08-2023,4,5,23
06-08-2023,1,5,42
07-08-2023,1,2,48
07-08-2023,1,3,21
07-08-2023,2,3,7
07-08-2023,2,4,12
07-08-2023,3,4,23
07-08-2023,1,4,34
07-08-2023,2,5,31
07-08-2023,3,5,20
07-08-2023,4,5,5
07-08-2023,1,5,8
08-08-2023,1,2,23
08-08-2023,1,3,30
08-08-2023,2,3,7
08-08-2023,2,4,35
08-08-2023,3,4,10
08-08-2023,1,4,27
08-08-2023,2,5,20
08-08-2023,3,5,21
08-08-2023,4,5,29
08-08-2023,1,5,33
09-08-2023,1,2,13
09-08-2023,1,3,16
09-08-2023,2,3,6
09-08-2023,2,4,20
09-08-2023,3,4,38
09-08-2023,1,4,50
09-08-2023,2,5,16
09-08-2023,3,5,44
09-08-2023,4,5,47
09-08-2023,1,5,23
10-08-2023,1,2,23
10-08-2023,1,3,36
10-08-2023,2,3,5
10-08-2023,2,4,50
10-08-2023,3,4,42
10-08-2023,1,4,41
10-08-2023,2,5,47
10-08-2023,3,5,40
10-08-2023,4,5,13
10-08-2023,1,5,50
11-08-2023,1,2,19
11-08-2023,1,3,7
11-08-2023,2,3,30
11-08-2023,2,4,47
11-08-2023,3,4,15
11-08-2023,1,4,12
11-08-2023,2,5,15
11-08-2023,3,5,14
11-08-2023,4,5,29
11-08-2023,1,5,32
12-08-2023,1,2,21
12-08-2023,1,3,27
12-08-2023,2,3,10
12-08-2023,2,4,38
12-08-2023,3,4,23
12-08-2023,1,4,33
12-08-2023,2,5,34
12-08-2023,3,5,5
12-08-2023,4,5,40
12-08-2023,1,5,10
13-08-2023,1,2,39
13-08-2023,1,3,46
13-08-2023,2,3,25
13-08-2023,2,4,43
13-08-2023,3,4,42
13-08-2023,1,4,48
13-08-2023,2,5,29
13-08-2023,3,5,41
13-08-2023,4,5,24
13-08-2023,1,5,38
14-08-2023,1,2,23
14-08-2023,1,3,42
14-08-2023,2,3,35
14-08-2023,2,4,7
14-08-2023,3,4,45
14-08-2023,1,4,33
14-08-2023,2,5,25
14-08-2023,3,5,20
14-08-2023,4,5,23
14-08-2023,1,5,13
15-08-2023,1,2,42
15-08-2023,1,3,29
15-08-2023,2,3,23
15-08-2023,2,4,47
15-08-2023,3,4,50
15-08-2023,1,4,37
15-08-2023,2,5,50
15-08-2023,3,5,50
15-08-2023,4,5,43
15-08-2023,1,5,23
16-08-2023,1,2,11
16-08-2023,1,3,6
16-08-2023,2,3,30
16-08-2023,2,4,20
16-08-2023,3,4,15
16-08-2023,1,4,13
16-08-2023,2,5,15
16-08-2023,3,5,36
16-08-2023,4,5,7
16-08-2023,1,5,24
17-08-2023,1,2,15
17-08-2023,1,3,35
17-08-2023,2,3,9
17-08-2023,2,4,35
17-08-2023,3,4,14
17-08-2023,1,4,9
17-08-2023,2,5,47
17-08-2023,3,5,49
17-08-2023,4,5,42
17-08-2023,1,5,37
18-08-2023,1,2,39
18-08-2023,1,3,43
18-08-2023,2,3,10
18-08-2023,2,4,31
18-08-2023,3,4,7
18-08-2023,1,4,36
18-08-2023,2,5,6
18-08-2023,3,5,46
18-08-2023,4,5,35
18-08-2023,1,5,13
19-08-2023,1,2,31
19-08-2023,1,3,15
19-08-2023,2,3,22
19-08-2023,2,4,18
19-08-2023,3,4,44
19-08-2023,1,4,29
19-08-2023,2,5,10
19-08-2023,3,5,34
19-08-2023,4,5,45
19-08-2023,1,5,42
20-08-2023,1,2,23
20-08-2023,1,3,30
20-08-2023,2,3,22
20-08-2023,2,4,33
20-08-2023,3,4,33
20-08-2023,1,4,13
20-08-2023,2,5,50
20-08-2023,3,5,24
20-08-2023,4,5,5
20-08-2023,1,5,43
21-08-2023,1,2,30
21-08-2023,1,3,43
21-08-2023,2,3,28
21-08-2023,2,4,18
21-08-2023,3,4,19
21-08-2023,1,4,35
21-08-2023,2,5,45
21-08-2023,3,5,49
21-08-2023,4,5,15
21-08-2023,1,5,22
22-08-2023,1,2,14
22-08-2023,1,3,46
22-08-2023,2,3,40
22-08-2023,2,4,18
22-08-2023,3,4,27
22-08-2023,1,4,16
22-08-2023,2,5,48
22-08-2023,3,5,47
22-08-2023,4,5,27
22-08-2023,1,5,10
23-08-2023,1,2,13
23-08-2023,1,3,30
23-08-2023,2,3,6
23-08-2023,2,4,19
23-08-2023,3,4,50
23-08-2023,1,4,19
23-08-2023,2,5,35
23-08-2023,3,5,7
23-08-2023,4,5,44
23-08-2023,1,5,30
24-08-2023,1,2,14
24-08-2023,1,3,39
24-08-2023,2,3,31
24-08-2023,2,4,34
24-08-2023,3,4,23
24-08-2023,1,4,41
24-08-2023,2,5,47
24-08-2023,3,5,47
24-08-2023,4,5,11
24-08-2023,1,5,29
25-08-2023,1,2,50
25-08-2023,1,3,27
25-08-2023,2,3,37
25-08-2023,2,4,42
25-08-2023,3,4,48
25-08-2023,1,4,15
25-08-2023,2,5,16
25-08-2023,3,5,18
25-08-2023,4,5,45
25-08-2023,1,5,38
26-08-2023,1,2,42
26-08-2023,1,3,50
26-08-2023,2,3,31
26-08-2023,2,4,19
26-08-2023,3,4,30
26-08-2023,1,4,39
26-08-2023,2,5,40
26-08-2023,3,5,28
26-08-2023,4,5,22
26-08-2023,1,5,47
27-08-2023,1,2,14
27-08-2023,1,3,48
27-08-2023,2,3,19
27-08-2023,2,4,39
27-08-2023,3,4,10
27-08-2023,1,4,8
27-08-2023,2,5,49
27-08-2023,3,5,38
27-08-2023,4,5,30
27-08-2023,1,5,35
28-08-2023,1,2,36
28-08-2023,1,3,14
28-08-2023,2,3,43
28-08-2023,2,4,12
28-08-2023,3,4,26
28-08-2023,1,4,41
28-08-2023,2,5,33
28-08-2023,3,5,29
28-08-2023,4,5,24
28-08-2023,1,5,16
29-08-2023,1,2,45
29-08-2023,1,3,40
29-08-2023,2,3,50
29-08-2023,2,4,40
29-08-2023,3,4,23
29-08-2023,1,4,22
29-08-2023,2,5,48
29-08-2023,3,5,7
29-08-2023,4,5,11
29-08-2023,1,5,49
30-08-2023,1,2,5
30-08-2023,1,3,29
30-08-2023,2,3,33
30-08-2023,2,4,47
30-08-2023,3,4,34
30-08-2023,1,4,9
30-08-2023,2,5,38
30-08-2023,3,5,20
30-08-2023,4,5,12
30-08-2023,1,5,26
31-08-2023,1,2,21
31-08-2023,1,3,37
31-08-2023,2,3,21
31-08-2023,2,4,6
31-08-2023,3,4,12
31-08-2023,1,4,39
31-08-2023,2,5,50
31-08-2023,3,5,14
31-08-2023,4,5,42
31-08-2023,1,5,32
01-09-2023,1,2,17
01-09-2023,1,3,41
01-09-2023,2,3,36
01-09-2023,2,4,11
01-09-2023,3,4,19
01-09-2023,1,4,9
01-09-2023,2,5,32
01-09-2023,3,5,36
01-09-2023,4,5,25
01-09-2023,1,5,9
02-09-2023,1,2,44
02-09-2023,1,3,36
02-09-2023,2,3,40
02-09-2023,2,4,16
02-09-2023,3,4,14
02-09-2023,1,4,24
02-09-2023,2,5,44
02-09-2023,3,5,32
02-09-2023,4,5,28
02-09-2023,1,5,31
03-09-2023,1,2,12
03-09-2023,1,3,49
03-09-2023,2,3,24
03-09-2023,2,4,9
03-09-2023,3,4,12
03-09-2023,1,4,12
03-09-2023,2,5,25
03-09-2023,3,5,39
03-09-2023,4,5,23
03-09-2023,1,5,27
04-09-2023,1,2,20
04-09-2023,1,3,22
04-09-2023,2,3,49
04-09-2023,2,4,40
04-09-2023,3,4,38
04-09-2023,1,4,37
04-09-2023,2,5,13
04-09-2023,3,5,49
04-09-2023,4,5,14
04-09-2023,1,5,18
05-09-2023,1,2,24
05-09-2023,1,3,11
05-09-2023,2,3,23
05-09-2023,2,4,47
05-09-2023,3,4,41
05-09-2023,1,4,23
05-09-2023,2,5,49
05-09-2023,3,5,18
05-09-2023,4,5,18
05-09-2023,1,5,43
06-09-2023,1,2,40
06-09-2023,1,3,49
06-09-2023,2,3,23
06-09-2023,2,4,24
06-09-2023,3,4,46
06-09-2023,1,4,32
06-09-2023,2,5,44
06-09-2023,3,5,22
06-09-2023,4,5,32
06-09-2023,1,5,27
07-09-2023,1,2,27
07-09-2023,1,3,21
07-09-2023,2,3,32
07-09-2023,2,4,13
07-09-2023,3,4,12
07-09-2023,1,4,45
07-09-2023,2,5,19
07-09-2023,3,5,15
07-09-2023,4,5,19
07-09-2023,1,5,25
08-09-2023,1,2,47
08-09-2023,1,3,45
08-09-2023,2,3,20
08-09-2023,2,4,31
08-09-2023,3,4,37
08-09-2023,1,4,44
08-09-2023,2,5,19
08-09-2023,3,5,36
08-09-2023,4,5,9
08-09-2023,1,5,25
09-09-2023,1,2,18
09-09-2023,1,3,30
09-09-2023,2,3,45
09-09-2023,2,4,16
09-09-2023,3,4,25
09-09-2023,1,4,20
09-09-2023,2,5,9
09-09-2023,3,5,47
09-09-2023,4,5,38
09-09-2023,1,5,12
10-09-2023,1,2,20
10-09-2023,1,3,28
10-09-2023,2,3,11
10-09-2023,2,4,45
10-09-2023,3,4,49
10-09-2023,1,4,43
10-09-2023,2,5,38
10-09-2023,3,5,27
10-09-2023,4,5,22
10-09-2023,1,5,41
11-09-2023,1,2,10
11-09-2023,1,3,20
11-09-2023,2,3,6
11-09-2023,2,4,33
11-09-2023,3,4,18
11-09-2023,1,4,10
11-09-2023,2,5,21
11-09-2023,3,5,38
11-09-2023,4,5,30
11-09-2023,1,5,27
12-09-2023,1,2,43
12-09-2023,1,3,7
12-09-2023,2,3,8
12-09-2023,2,4,50
12-09-2023,3,4,50
12-09-2023,1,4,26
12-09-2023,2,5,13
12-09-2023,3,5,17
12-09-2023,4,5,44
12-09-2023,1,5,41
13-09-2023,1,2,38
13-09-2023,1,3,41
13-09-2023,2,3,13
13-09-2023,2,4,50
13-09-2023,3,4,32
13-09-2023,1,4,46
13-09-2023,2,5,11
13-09-2023,3,5,25
13-09-2023,4,5,33
13-09-2023,1,5,25
14-09-2023,1,2,44
14-09-2023,1,3,10
14-09-2023,2,3,47
14-09-2023,2,4,23
14-09-2023,3,4,20
14-09-2023,1,4,28
14-09-2023,2,5,41
14-09-2023,3,5,5
14-09-2023,4,5,41
14-09-2023,1,5,50
15-09-2023,1,2,25
15-09-2023,1,3,41
15-09-2023,2,3,20
15-09-2023,2,4,9
15-09-2023,3,4,37
15-09-2023,1,4,11
15-09-2023,2,5,43
15-09-2023,3,5,38
15-09-2023,4,5,30
15-09-2023,1,5,34
16-09-2023,1,2,11
16-09-2023,1,3,38
16-09-2023,2,3,16
16-09-2023,2,4,15
16-09-2023,3,4,17
16-09-2023,1,4,5
16-09-2023,2,5,18
16-09-2023,3,5,23
16-09-2023,4,5,12
16-09-2023,1,5,11
17-09-2023,1,2,16
17-09-2023,1,3,37
17-09-2023,2,3,42
17-09-2023,2,4,26
17-09-2023,3,4,25
17-09-2023,1,4,30
17-09-2023,2,5,18
17-09-2023,3,5,33
17-09-2023,4,5,22
17-09-2023,1,5,34
18-09-2023,1,2,15
18-09-2023,1,3,26
18-09-2023,2,3,27
18-09-2023,2,4,28
18-09-2023,3,4,22
18-09-2023,1,4,13
18-09-2023,2,5,39
18-09-2023,3,5,6
18-09-2023,4,5,37
18-09-2023,1,5,34
19-09-2023,1,2,44
19-09-2023,1,3,41
19-09-2023,2,3,48
19-09-2023,2,4,35
19-09-2023,3,4,26
19-09-2023,1,4,44
19-09-2023,2,5,6
19-09-2023,3,5,31
19-09-2023,4,5,46
19-09-2023,1,5,33
20-09-2023,1,2,11
20-09-2023,1,3,19
20-09-2023,2,3,8
20-09-2023,2,4,31
20-09-2023,3,4,8
20-09-2023,1,4,16
20-09-2023,2,5,8
20-09-2023,3,5,32
20-09-2023,4,5,31
20-09-2023,1,5,45
21-09-2023,1,2,16
21-09-2023,1,3,35
21-09-2023,2,3,22
21-09-2023,2,4,21
21-09-2023,3,4,28
21-09-2023,1,4,16
21-09-2023,2,5,5
21-09-2023,3,5,50
21-09-2023,4,5,48
21-09-2023,1,5,6
22-09-2023,1,2,18
22-09-2023,1,3,38
22-09-2023,2,3,41
22-09-2023,2,4,5
22-09-2023,3,4,49
22-09-2023,1,4,47
22-09-2023,2,5,39
22-09-2023,3,5,46
22-09-2023,4,5,13
22-09-2023,1,5,36
23-09-2023,1,2,27
23-09-2023,1,3,42
23-09-2023,2,3,48
23-09-2023,2,4,29
23-09-2023,3,4,36
23-09-2023,1,4,34
23-09-2023,2,5,37
23-09-2023,3,5,40
23-09-2023,4,5,17
23-09-2023,1,5,42
24-09-2023,1,2,29
24-09-2023,1,3,33
24-09-2023,2,3,21
24-09-2023,2,4,32
24-09-2023,3,4,42
24-09-2023,1,4,13
24-09-2023,2,5,28
24-09-2023,3,5,44
24-09-2023,4,5,14
24-09-2023,1,5,14
25-09-2023,1,2,26
25-09-2023,1,3,23
25-09-2023,2,3,47
25-09-2023,2,4,47
25-09-2023,3,4,35
25-09-2023,1,4,15
25-09-2023,2,5,32
25-09-2023,3,5,5
25-09-2023,4,5,47
25-09-2023,1,5,10
26-09-2023,1,2,14
26-09-2023,1,3,20
26-09-2023,2,3,40
26-09-2023,2,4,42
26-09-2023,3,4,24
26-09-2023,1,4,6
26-09-2023,2,5,38
26-09-2023,3,5,9
26-09-2023,4,5,15
26-09-2023,1,5,40
27-09-2023,1,2,25
27-09-2023,1,3,50
27-09-2023,2,3,38
27-09-2023,2,4,24
27-09-2023,3,4,9
27-09-2023,1,4,27
27-09-2023,2,5,7
27-09-2023,3,5,12
27-09-2023,4,5,49
27-09-2023,1,5,29
28-09-2023,1,2,34
28-09-2023,1,3,34
28-09-2023,2,3,24
28-09-2023,2,4,39
28-09-2023,3,4,19
28-09-2023,1,4,47
28-09-2023,2,5,20
28-09-2023,3,5,38
28-09-2023,4,5,30
28-09-2023,1,5,30
29-09-2023,1,2,31
29-09-2023,1,3,10
29-09-2023,2,3,47
29-09-2023,2,4,33
29-09-2023,3,4,39
29-09-2023,1,4,24
29-09-2023,2,5,11
29-09-2023,3,5,40
29-09-2023,4,5,48
29-09-2023,1,5,27
30-09-2023,1,2,15
30-09-2023,1,3,15
30-09-2023,2,3,50
30-09-2023,2,4,29
30-09-2023,3,4,28
30-09-2023,1,4,38
30-09-2023,2,5,26
30-09-2023,3,5,19
30-09-2023,4,5,14
30-09-2023,1,5,23
01-10-2023,1,2,15
01-10-2023,1,3,30
01-10-2023,2,3,17
01-10-2023,2,4,37
01-10-2023,3,4,28
01-10-2023,1,4,37
01-10-2023,2,5,27
01-10-2023,3,5,17
01-10-2023,4,5,39
01-10-2023,1,5,23
02-10-2023,1,2,33
02-10-2023,1,3,22
02-10-2023,2,3,19
02-10-2023,2,4,45
02-10-2023,3,4,44
02-10-2023,1,4,20
02-10-2023,2,5,34
02-10-2023,3,5,29
02-10-2023,4,5,23
02-10-2023,1,5,26
03-10-2023,1,2,37
03-10-2023,1,3,20
03-10-2023,2,3,16
03-10-2023,2,4,7
03-10-2023,3,4,44
03-10-2023,1,4,49
03-10-2023,2,5,44
03-10-2023,3,5,44
03-10-2023,4,5,27
03-10-2023,1,5,47
04-10-2023,1,2,46
04-10-2023,1,3,14
04-10-2023,2,3,34
04-10-2023,2,4,22
04-10-2023,3,4,46
04-10-2023,1,4,8
04-10-2023,2,5,17
04-10-2023,3,5,34
04-10-2023,4,5,28
04-10-2023,1,5,38
05-10-2023,1,2,28
05-10-2023,1,3,46
05-10-2023,2,3,33
05-10-2023,2,4,16
05-10-2023,3,4,19
05-10-2023,1,4,32
05-10-2023,2,5,12
05-10-2023,3,5,12
05-10-2023,4,5,33
05-10-2023,1,5,31
06-10-2023,1,2,40
06-10-2023,1,3,34
06-10-2023,2,3,29
06-10-2023,2,4,30
06-10-2023,3,4,37
06-10-2023,1,4,46
06-10-2023,2,5,21
06-10-2023,3,5,8
06-10-2023,4,5,34
06-10-2023,1,5,7
07-10-2023,1,2,46
07-10-2023,1,3,23
07-10-2023,2,3,24
07-10-2023,2,4,13
07-10-2023,3,4,47
07-10-2023,1,4,34
07-10-2023,2,5,34
07-10-2023,3,5,18
07-10-2023,4,5,41
07-10-2023,1,5,19
08-10-2023,1,2,50
08-10-2023,1,3,14
08-10-2023,2,3,28
08-10-2023,2,4,7
08-10-2023,3,4,37
08-10-2023,1,4,38
08-10-2023,2,5,12
08-10-2023,3,5,33
08-10-2023,4,5,13
08-10-2023,1,5,12
09-10-2023,1,2,42
09-10-2023,1,3,22
09-10-2023,2,3,15
09-10-2023,2,4,41
09-10-2023,3,4,14
09-10-2023,1,4,38
09-10-2023,2,5,26
09-10-2023,3,5,34
09-10-2023,4,5,35
09-10-2023,1,5,32
10-10-2023,1,2,29
10-10-2023,1,3,9
10-10-2023,2,3,12
10-10-2023,2,4,34
10-10-2023,3,4,22
10-10-2023,1,4,19
10-10-2023,2,5,26
10-10-2023,3,5,36
10-10-2023,4,5,47
10-10-2023,1,5,12
11-10-2023,1,2,35
11-10-2023,1,3,41
11-10-2023,2,3,29
11-10-2023,2,4,48
11-10-2023,3,4,34
11-10-2023,1,4,31
11-10-2023,2,5,6
11-10-2023,3,5,30
11-10-2023,4,5,43
11-10-2023,1,5,9
12-10-2023,1,2,45
12-10-2023,1,3,47
12-10-2023,2,3,24
12-10-2023,2,4,37
12-10-2023,3,4,26
12-10-2023,1,4,11
12-10-2023,2,5,30
12-10-2023,3,5,31
12-10-2023,4,5,49
12-10-2023,1,5,26
13-10-2023,1,2,15
13-10-2023,1,3,27
13-10-2023,2,3,37
13-10-2023,2,4,22
13-10-2023,3,4,26
13-10-2023,1,4,6
13-10-2023,2,5,20
13-10-2023,3,5,38
13-10-2023,4,5,20
13-10-2023,1,5,31
14-10-2023,1,2,25
14-10-2023,1,3,25
14-10-2023,2,3,16
14-10-2023,2,4,38
14-10-2023,3,4,48
14-10-2023,1,4,20
14-10-2023,2,5,39
14-10-2023,3,5,49
14-10-2023,4,5,47
14-10-2023,1,5,44
15-10-2023,1,2,20
15-10-2023,1,3,6
15-10-2023,2,3,43
15-10-2023,2,4,32
15-10-2023,3,4,34
15-10-2023,1,4,26
15-10-2023,2,5,46
15-10-2023,3,5,41
15-10-2023,4,5,29
15-10-2023,1,5,13
16-10-2023,1,2,47
16-10-2023,1,3,30
16-10-2023,2,3,33
16-10-2023,2,4,24
16-10-2023,3,4,11
16-10-2023,1,4,15
16-10-2023,2,5,44
16-10-2023,3,5,40
16-10-2023,4,5,18
16-10-2023,1,5,14
17-10-2023,1,2,43
17-10-2023,1,3,31
17-10-2023,2,3,28
17-10-2023,2,4,11
17-10-2023,3,4,17
17-10-2023,1,4,42
17-10-2023,2,5,31
17-10-2023,3,5,19
17-10-2023,4,5,39
17-10-2023,1,5,22
18-10-2023,1,2,24
18-10-2023,1,3,18
18-10-2023,2,3,10
18-10-2023,2,4,20
18-10-2023,3,4,35
18-10-2023,1,4,37
18-10-2023,2,5,44
18-10-2023,3,5,29
18-10-2023,4,5,39
18-10-2023,1,5,27
19-10-2023,1,2,41
19-10-2023,1,3,44
19-10-2023,2,3,5
19-10-2023,2,4,24
19-10-2023,3,4,31
19-10-2023,1,4,7
19-10-2023,2,5,39
19-10-2023,3,5,43
19-10-2023,4,5,19
19-10-2023,1,5,20
20-10-2023,1,2,39
20-10-2023,1,3,38
20-10-2023,2,3,40
20-10-2023,2,4,42
20-10-2023,3,4,26
20-10-2023,1,4,10
20-10-2023,2,5,19
20-10-2023,3,5,48
20-10-2023,4,5,15
20-10-2023,1,5,37
21-10-2023,1,2,6
21-10-2023,1,3,28
21-10-2023,2,3,5
21-10-2023,2,4,10
21-10-2023,3,4,50
21-10-2023,1,4,18
21-10-2023,2,5,26
21-10-2023,3,5,28
21-10-2023,4,5,17
21-10-2023,1,5,17
22-10-2023,1,2,25
22-10-2023,1,3,50
22-10-2023,2,3,25
22-10-2023,2,4,8
22-10-2023,3,4,27
22-10-2023,1,4,14
22-10-2023,2,5,42
22-10-2023,3,5,15
22-10-2023,4,5,16
22-10-2023,1,5,18
23-10-2023,1,2,15
23-10-2023,1,3,40
23-10-2023,2,3,39
23-10-2023,2,4,30
23-10-2023,3,4,27
23-10-2023,1,4,48
23-10-2023,2,5,27
23-10-2023,3,5,30
23-10-2023,4,5,45
23-10-2023,1,5,32
24-10-2023,1,2,47
24-10-2023,1,3,10
24-10-2023,2,3,35
24-10-2023,2,4,14
24-10-2023,3,4,19
24-10-2023,1,4,8
24-10-2023,2,5,38
24-10-2023,3,5,23
24-10-2023,4,5,11
24-10-2023,1,5,29
25-10-2023,1,2,13
25-10-2023,1,3,5
25-10-2023,2,3,35
25-10-2023,2,4,38
25-10-2023,3,4,50
25-10-2023,1,4,9
25-10-2023,2,5,18
25-10-2023,3,5,13
25-10-2023,4,5,11
25-10-2023,1,5,16
26-10-2023,1,2,20
26-10-2023,1,3,23
26-10-2023,2,3,7
26-10-2023,2,4,22
26-10-2023,3,4,46
26-10-2023,1,4,33
26-10-2023,2,5,42
26-10-2023,3,5,6
26-10-2023,4,5,35
26-10-2023,1,5,25
27-10-2023,1,2,26
27-10-2023,1,3,9
27-10-2023,2,3,41
27-10-2023,2,4,47
27-10-2023,3,4,46
27-10-2023,1,4,7
27-10-2023,2,5,8
27-10-2023,3,5,39
27-10-2023,4,5,43
27-10-2023,1,5,5
28-10-2023,1,2,16
28-10-2023,1,3,26
28-10-2023,2,3,20
28-10-2023,2,4,50
28-10-2023,3,4,49
28-10-2023,1,4,18
28-10-2023,2,5,12
28-10-2023,3,5,34
28-10-2023,4,5,29
28-10-2023,1,5,49
29-10-2023,1,2,42
29-10-2023,1,3,18
29-10-2023,2,3,41
29-10-2023,2,4,48
29-10-2023,3,4,29
29-10-2023,1,4,27
29-10-2023,2,5,40
29-10-2023,3,5,43
29-10-2023,4,5,26
29-10-2023,1,5,45
30-10-2023,1,2,41
30-10-2023,1,3,22
30-10-2023,2,3,29
30-10-2023,2,4,42
30-10-2023,3,4,5
30-10-2023,1,4,16
30-10-2023,2,5,19
30-10-2023,3,5,43
30-10-2023,4,5,23
30-10-2023,1,5,16
31-10-2023,1,2,12
31-10-2023,1,3,42
31-10-2023,2,3,14
31-10-2023,2,4,36
31-10-2023,3,4,49
31-10-2023,1,4,22
31-10-2023,2,5,9
31-10-2023,3,5,25
31-10-2023,4,5,6
31-10-2023,1,5,17
01-11-2023,1,2,40
01-11-2023,1,3,48
01-11-2023,2,3,20
01-11-2023,2,4,28
01-11-2023,3,4,19
01-11-2023,1,4,34
01-11-2023,2,5,23
01-11-2023,3,5,45
01-11-2023,4,5,35
01-11-2023,1,5,11
02-11-2023,1,2,49
02-11-2023,1,3,29
02-11-2023,2,3,11
02-11-2023,2,4,5
02-11-2023,3,4,50
02-11-2023,1,4,26
02-11-2023,2,5,46
02-11-2023,3,5,42
02-11-2023,4,5,13
02-11-2023,1,5,22
03-11-2023,1,2,50
03-11-2023,1,3,6
03-11-2023,2,3,8
03-11-2023,2,4,46
03-11-2023,3,4,8
03-11-2023,1,4,8
03-11-2023,2,5,19
03-11-2023,3,5,9
03-11-2023,4,5,43
03-11-2023,1,5,44
04-11-2023,1,2,48
04-11-2023,1,3,46
04-11-2023,2,3,41
04-11-2023,2,4,10
04-11-2023,3,4,43
04-11-2023,1,4,6
04-11-2023,2,5,46
04-11-2023,3,5,17
04-11-2023,4,5,47
04-11-2023,1,5,40
05-11-2023,1,2,14
05-11-2023,1,3,30
05-11-2023,2,3,48
05-11-2023,2,4,40
05-11-2023,3,4,15
05-11-2023,1,4,29
05-11-2023,2,5,37
05-11-2023,3,5,48
05-11-2023,4,5,24
05-11-2023,1,5,44
06-11-2023,1,2,5
06-11-2023,1,3,30
06-11-2023,2,3,18
06-11-2023,2,4,15
06-11-2023,3,4,17
06-11-2023,1,4,18
06-11-2023,2,5,31
06-11-2023,3,5,49
06-11-2023,4,5,41
06-11-2023,1,5,45
07-11-2023,1,2,20
07-11-2023,1,3,7
07-11-2023,2,3,16
07-11-2023,2,4,16
07-11-2023,3,4,19
07-11-2023,1,4,11
07-11-2023,2,5,14
07-11-2023,3,5,46
07-11-2023,4,5,27
07-11-2023,1,5,19
08-11-2023,1,2,13
08-11-2023,1,3,20
08-11-2023,2,3,40
08-11-2023,2,4,37
08-11-2023,3,4,23
08-11-2023,1,4,12
08-11-2023,2,5,19
08-11-2023,3,5,31
08-11-2023,4,5,29
08-11-2023,1,5,8
09-11-2023,1,2,6
09-11-2023,1,3,48
09-11-2023,2,3,22
09-11-2023,2,4,32
09-11-2023,3,4,29
09-11-2023,1,4,22
09-11-2023,2,5,43
09-11-2023,3,5,14
09-11-2023,4,5,34
09-11-2023,1,5,6
10-11-2023,1,2,27
10-11-2023,1,3,45
10-11-2023,2,3,38
10-11-2023,2,4,27
10-11-2023,3,4,16
10-11-2023,1,4,43
10-11-2023,2,5,33
10-11-2023,3,5,15
10-11-2023,4,5,13
10-11-2023,1,5,18
11-11-2023,1,2,47
11-11-2023,1,3,33
11-11-2023,2,3,15
11-11-2023,2,4,18
11-11-2023,3,4,27
11-11-2023,1,4,35
11-11-2023,2,5,21
11-11-2023,3,5,8
11-11-2023,4,5,11
11-11-2023,1,5,50
12-11-2023,1,2,35
12-11-2023,1,3,40
12-11-2023,2,3,35
12-11-2023,2,4,8
12-11-2023,3,4,43
12-11-2023,1,4,44
12-11-2023,2,5,25
12-11-2023,3,5,11
12-11-2023,4,5,14
12-11-2023,1,5,25
13-11-2023,1,2,19
13-11-2023,1,3,21
13-11-2023,2,3,43
13-11-2023,2,4,8
13-11-2023,3,4,7
13-11-2023,1,4,20
13-11-2023,2,5,47
13-11-2023,3,5,7
13-11-2023,4,5,41
13-11-2023,1,5,35
14-11-2023,1,2,15
14-11-2023,1,3,36
14-11-2023,2,3,16
14-11-2023,2,4,18
14-11-2023,3,4,10
14-11-2023,1,4,7
14-11-2023,2,5,39
14-11-2023,3,5,37
14-11-2023,4,5,35
14-11-2023,1,5,37
15-11-2023,1,2,44
15-11-2023,1,3,29
15-11-2023,2,3,20
15-11-2023,2,4,32
15-11-2023,3,4,7
15-11-2023,1,4,36
15-11-2023,2,5,23
15-11-2023,3,5,34
15-11-2023,4,5,31
15-11-2023,1,5,38
16-11-2023,1,2,41
16-11-2023,1,3,16
16-11-2023,2,3,38
16-11-2023,2,4,48
16-11-2023,3,4,46
16-11-2023,1,4,21
16-11-2023,2,5,16
16-11-2023,3,5,34
16-11-2023,4,5,45
16-11-2023,1,5,28
17-11-2023,1,2,33
17-11-2023,1,3,50
17-11-2023,2,3,18
17-11-2023,2,4,50
17-11-2023,3,4,18
17-11-2023,1,4,12
17-11-2023,2,5,39
17-11-2023,3,5,18
17-11-2023,4,5,34
17-11-2023,1,5,36
18-11-2023,1,2,47
18-11-2023,1,3,35
18-11-2023,2,3,5
18-11-2023,2,4,45
18-11-2023,3,4,42
18-11-2023,1,4,33
18-11-2023,2,5,10
18-11-2023,3,5,30
18-11-2023,4,5,41
18-11-2023,1,5,16
19-11-2023,1,2,41
19-11-2023,1,3,40
19-11-2023,2,3,26
19-11-2023,2,4,41
